ClusterName	DataCollection	Latitude	Longitude	PopulationDescription	PopulationElasticId	PopulationLink	SampleLink	SampleName
NA18582	1000 Genomes on GRCh38	39.916666	116.383333	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18582	NA18582
NA18582	1000 Genomes on GRCh38	40.01937595594131	118.21153957278514	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18525	NA18525
NA18582	1000 Genomes on GRCh38	40.319536163464015	115.0505617248245	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18526	NA18526
NA18582	1000 Genomes on GRCh38	40.844437642011975	115.62820207740873	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18528	NA18528
NA18582	1000 Genomes on GRCh38	40.864216179487165	115.61710555554947	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18530	NA18530
NA18582	1000 Genomes on GRCh38	38.91848682226522	115.13347465218486	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18531	NA18531
NA18582	1000 Genomes on GRCh38	40.560998430295705	115.65661400117071	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18532	NA18532
NA18582	1000 Genomes on GRCh38	40.72576451218948	114.61468202437663	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18533	NA18533
NA18582	1000 Genomes on GRCh38	40.55083402002819	117.68307275656379	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18534	NA18534
NA18582	1000 Genomes on GRCh38	39.30673750074341	117.42399420048048	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18535	NA18535
NA18582	1000 Genomes on GRCh38	40.29048871333836	117.75361466692641	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18536	NA18536
NA18582	1000 Genomes on GRCh38	38.324755189873514	117.9942336608613	Han Chinese in Beijing, China	CHB	https://www.internationalgenome.org/data-portal/population/CHB	https://www.internationalgenome.org/data-portal/sample/NA18537	NA18537
