ClusterName	DataCollection	Latitude	Longitude	PopulationDescription	PopulationElasticId	PopulationLink	SampleLink	SampleName
SC_GMMAN5482187	1000 Genomes on GRCh38	13.454876	-16.579032	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/SC_GMMAN5482187	SC_GMMAN5482187
SC_GMMAN5482307	1000 Genomes on GRCh38	13.06798697197187	-17.223335202444442	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/SC_GMMAN5482307	SC_GMMAN5482307
SC_GMMAN5482322	1000 Genomes on GRCh38	13.409550946501572	-17.98288848537798	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/SC_GMMAN5482322	SC_GMMAN5482322
SC_GMFUL5306421	1000 Genomes on GRCh38	13.832772940548208	-17.667798450960245	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02461	HG02461
SC_GMFUL5306421	1000 Genomes on GRCh38	11.458496487284007	-14.581245061593059	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02462	HG02462
SC_GMFUL5306421	1000 Genomes on GRCh38	11.887996548573351	-17.076853803684653	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02463	HG02463
SC_GMFUL5306421	1000 Genomes on GRCh38	13.666403630373146	-16.78587490513671	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02465	HG02465
SC_GMFUL5306421	1000 Genomes on GRCh38	12.890229882457131	-17.284611616603364	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02466	HG02466
SC_GMFUL5306421	1000 Genomes on GRCh38	14.040868925085487	-16.09644839119607	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02561	HG02561
SC_GMFUL5306421	1000 Genomes on GRCh38	13.64968733278402	-15.226884185100532	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02562	HG02562
SC_GMFUL5306421	1000 Genomes on GRCh38	13.433168805100017	-16.669754125186916	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02563	HG02563
SC_GMFUL5306421	1000 Genomes on GRCh38	12.01341116812674	-17.040683727234367	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02568	HG02568
SC_GMFUL5306421	1000 Genomes on GRCh38	11.707655993730196	-16.322941952221267	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02569	HG02569
SC_GMFUL5306421	1000 Genomes on GRCh38	14.62756317203688	-16.497825575498993	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02570	HG02570
SC_GMFUL5306421	1000 Genomes on GRCh38	11.935101843271324	-18.14969224491803	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02571	HG02571
SC_GMFUL5306421	1000 Genomes on GRCh38	12.557110022937358	-16.741256422325257	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02572	HG02572
SC_GMFUL5306421	1000 Genomes on GRCh38	15.300575850074145	-15.694242939409984	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02573	HG02573
SC_GMFUL5306421	1000 Genomes on GRCh38	14.633281743873276	-17.65552258033123	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02574	HG02574
SC_GMFUL5306421	1000 Genomes on GRCh38	12.73033174652248	-17.090391722184258	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02575	HG02575
SC_GMFUL5306421	1000 Genomes on GRCh38	13.642196084343965	-17.028843783860736	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02583	HG02583
SC_GMFUL5306421	1000 Genomes on GRCh38	13.458862467283055	-15.388074545374868	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02584	HG02584
SC_GMFUL5306421	1000 Genomes on GRCh38	12.085358301460666	-15.928174312969809	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02586	HG02586
SC_GMFUL5306421	1000 Genomes on GRCh38	12.907525443297716	-16.039780038292214	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02587	HG02587
SC_GMFUL5306421	1000 Genomes on GRCh38	15.327695169401046	-14.783280434227347	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02588	HG02588
SC_GMFUL5306421	1000 Genomes on GRCh38	13.321016758127435	-15.886572927718483	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02589	HG02589
SC_GMFUL5306421	1000 Genomes on GRCh38	12.660013235986273	-16.913308229010397	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02590	HG02590
SC_GMFUL5306421	1000 Genomes on GRCh38	15.116848483597565	-15.572080229409352	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02595	HG02595
SC_GMFUL5306421	1000 Genomes on GRCh38	14.54121971467174	-18.44130368083249	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02596	HG02596
SC_GMFUL5306421	1000 Genomes on GRCh38	11.560524679213868	-15.19500114977084	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02611	HG02611
SC_GMFUL5306421	1000 Genomes on GRCh38	12.623367077572752	-15.17446606837757	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02612	HG02612
SC_GMFUL5306421	1000 Genomes on GRCh38	13.589288220488744	-16.58600678191448	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02613	HG02613
SC_GMFUL5306421	1000 Genomes on GRCh38	13.065516204868693	-15.792597046317052	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02614	HG02614
SC_GMFUL5306421	1000 Genomes on GRCh38	12.710976946358226	-16.386677333887796	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02615	HG02615
SC_GMFUL5306421	1000 Genomes on GRCh38	14.477294373454104	-16.49073405092783	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02620	HG02620
SC_GMFUL5306421	1000 Genomes on GRCh38	12.883400082895562	-15.864768042375495	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02621	HG02621
SC_GMFUL5306421	1000 Genomes on GRCh38	12.889789050948975	-17.55120077873668	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02622	HG02622
SC_GMFUL5306421	1000 Genomes on GRCh38	14.446363428310107	-16.021674813232092	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02624	HG02624
SC_GMFUL5306421	1000 Genomes on GRCh38	11.459102545585186	-16.027869616678228	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02625	HG02625
SC_GMFUL5306421	1000 Genomes on GRCh38	15.397281088602035	-17.55841945836431	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02629	HG02629
SC_GMFUL5306421	1000 Genomes on GRCh38	11.992446674483782	-16.812719403782165	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02630	HG02630
SC_GMFUL5306421	1000 Genomes on GRCh38	12.47477502374067	-16.119436491571395	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02634	HG02634
SC_GMFUL5306421	1000 Genomes on GRCh38	11.85164467299938	-14.82817090649851	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02635	HG02635
SC_GMFUL5306421	1000 Genomes on GRCh38	14.364988385007846	-14.673443049949384	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02636	HG02636
SC_GMFUL5306421	1000 Genomes on GRCh38	12.234277047776668	-15.360854633928415	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02642	HG02642
SC_GMFUL5306421	1000 Genomes on GRCh38	11.800589803831361	-15.54482339516981	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02643	HG02643
