ClusterName	Color	DataCollection	Elevation	Latitude	Longitude	PopulationDescription	PopulationElasticId	PopulationLink	SampleLink	SampleName
HG01081	[94, 70, 48]	1000 Genomes on GRCh38	1.0	18.4	-66.1	Puerto Rican in Puerto Rico	PUR	https://www.internationalgenome.org/data-portal/population/PUR	https://www.internationalgenome.org/data-portal/sample/HG01081	HG01081
HG01081	[94, 70, 48]	1000 Genomes on GRCh38	1.0	20.24706124179	-67.24782222773271	Puerto Rican in Puerto Rico	PUR	https://www.internationalgenome.org/data-portal/population/PUR	https://www.internationalgenome.org/data-portal/sample/HG01084	HG01084
HG01170	[239, 143, 161]	1000 Genomes on GRCh38	1.0	16.79649979855061	-65.74648427243957	Puerto Rican in Puerto Rico	PUR	https://www.internationalgenome.org/data-portal/population/PUR	https://www.internationalgenome.org/data-portal/sample/HG01170	HG01170
HG01747	[0, 0, 255]	1000 Genomes on GRCh38	1.0	17.72127362966428	-63.714405031956275	Puerto Rican in Puerto Rico	PUR	https://www.internationalgenome.org/data-portal/population/PUR	https://www.internationalgenome.org/data-portal/sample/HG01191	HG01191
HG01747	[0, 0, 255]	1000 Genomes on GRCh38	1.0	20.344598480234154	-67.15217080379547	Puerto Rican in Puerto Rico	PUR	https://www.internationalgenome.org/data-portal/population/PUR	https://www.internationalgenome.org/data-portal/sample/HG00640	HG00640
HG01747	[0, 0, 255]	1000 Genomes on GRCh38	1.0	16.265443551434707	-65.0022955042178	Puerto Rican in Puerto Rico	PUR	https://www.internationalgenome.org/data-portal/population/PUR	https://www.internationalgenome.org/data-portal/sample/HG01097	HG01097
HG01925	[138, 43, 226]	1000 Genomes on GRCh38	1.0	17.31892563834988	-63.87643450679641	Puerto Rican in Puerto Rico	PUR	https://www.internationalgenome.org/data-portal/population/PUR	https://www.internationalgenome.org/data-portal/sample/HG01171	HG01171
HG02236	[0, 0, 255]	1000 Genomes on GRCh38	1.0	17.31394502010204	-64.20992135378076	Puerto Rican in Puerto Rico	PUR	https://www.internationalgenome.org/data-portal/population/PUR	https://www.internationalgenome.org/data-portal/sample/HG00642	HG00642
HG02236	[0, 0, 255]	1000 Genomes on GRCh38	1.0	20.317382754268444	-67.28965307914704	Puerto Rican in Puerto Rico	PUR	https://www.internationalgenome.org/data-portal/population/PUR	https://www.internationalgenome.org/data-portal/sample/HG00552	HG00552
HG02677	[24, 85, 151]	1000 Genomes on GRCh38	1.0	18.39685202256592	-67.42265134388667	Puerto Rican in Puerto Rico	PUR	https://www.internationalgenome.org/data-portal/population/PUR	https://www.internationalgenome.org/data-portal/sample/HG01188	HG01188
HGDP00460	[203, 155, 56]	1000 Genomes on GRCh38	1.0	17.367470195825327	-64.77384879118011	Puerto Rican in Puerto Rico	PUR	https://www.internationalgenome.org/data-portal/population/PUR	https://www.internationalgenome.org/data-portal/sample/HG01176	HG01176
HGDP00460	[203, 155, 56]	1000 Genomes on GRCh38	1.0	19.91177694502459	-67.07759809758089	Puerto Rican in Puerto Rico	PUR	https://www.internationalgenome.org/data-portal/population/PUR	https://www.internationalgenome.org/data-portal/sample/HG01189	HG01189
HGDP00800	[0, 255, 0]	1000 Genomes on GRCh38	1.0	19.9701383867615	-67.60194253739175	Puerto Rican in Puerto Rico	PUR	https://www.internationalgenome.org/data-portal/population/PUR	https://www.internationalgenome.org/data-portal/sample/HG00551	HG00551
HGDP00800	[0, 255, 0]	1000 Genomes on GRCh38	1.0	17.518701786892127	-67.45083466173611	Puerto Rican in Puerto Rico	PUR	https://www.internationalgenome.org/data-portal/population/PUR	https://www.internationalgenome.org/data-portal/sample/HG00641	HG00641
HGDP00800	[0, 255, 0]	1000 Genomes on GRCh38	1.0	20.280201322740865	-67.2725595874433	Puerto Rican in Puerto Rico	PUR	https://www.internationalgenome.org/data-portal/population/PUR	https://www.internationalgenome.org/data-portal/sample/HG00740	HG00740
HGDP00800	[0, 255, 0]	1000 Genomes on GRCh38	1.0	18.955154323368678	-68.45135257499182	Puerto Rican in Puerto Rico	PUR	https://www.internationalgenome.org/data-portal/population/PUR	https://www.internationalgenome.org/data-portal/sample/HG00741	HG00741
HGDP00800	[0, 255, 0]	1000 Genomes on GRCh38	1.0	19.385356220645967	-67.01267165039692	Puerto Rican in Puerto Rico	PUR	https://www.internationalgenome.org/data-portal/population/PUR	https://www.internationalgenome.org/data-portal/sample/HG01067	HG01067
HGDP00800	[0, 255, 0]	1000 Genomes on GRCh38	1.0	20.275652143119885	-65.69967912263755	Puerto Rican in Puerto Rico	PUR	https://www.internationalgenome.org/data-portal/population/PUR	https://www.internationalgenome.org/data-portal/sample/HG01089	HG01089
HGDP00800	[0, 255, 0]	1000 Genomes on GRCh38	1.0	17.771558009064293	-67.10915601060124	Puerto Rican in Puerto Rico	PUR	https://www.internationalgenome.org/data-portal/population/PUR	https://www.internationalgenome.org/data-portal/sample/HG01095	HG01095
HGDP00800	[0, 255, 0]	1000 Genomes on GRCh38	1.0	19.278838092591243	-67.45206370414235	Puerto Rican in Puerto Rico	PUR	https://www.internationalgenome.org/data-portal/population/PUR	https://www.internationalgenome.org/data-portal/sample/HG01108	HG01108
HGDP00800	[0, 255, 0]	1000 Genomes on GRCh38	1.0	17.66552091370102	-67.9951103176577	Puerto Rican in Puerto Rico	PUR	https://www.internationalgenome.org/data-portal/population/PUR	https://www.internationalgenome.org/data-portal/sample/HG01109	HG01109
HGDP00800	[0, 255, 0]	1000 Genomes on GRCh38	1.0	19.103102035454643	-66.87614061156977	Puerto Rican in Puerto Rico	PUR	https://www.internationalgenome.org/data-portal/population/PUR	https://www.internationalgenome.org/data-portal/sample/HG01173	HG01173
HGDP00800	[0, 255, 0]	1000 Genomes on GRCh38	1.0	18.45793063007504	-66.05644776080293	Puerto Rican in Puerto Rico	PUR	https://www.internationalgenome.org/data-portal/population/PUR	https://www.internationalgenome.org/data-portal/sample/HG01174	HG01174
HGDP00800	[0, 255, 0]	1000 Genomes on GRCh38	1.0	16.476288939518426	-65.85376530740169	Puerto Rican in Puerto Rico	PUR	https://www.internationalgenome.org/data-portal/population/PUR	https://www.internationalgenome.org/data-portal/sample/HG01175	HG01175
HGDP00800	[0, 255, 0]	1000 Genomes on GRCh38	1.0	16.689821172947823	-66.29578995799503	Puerto Rican in Puerto Rico	PUR	https://www.internationalgenome.org/data-portal/population/PUR	https://www.internationalgenome.org/data-portal/sample/HG01183	HG01183
