ClusterName	Color	DataCollection	Elevation	Latitude	Longitude	PopulationDescription	PopulationElasticId	PopulationLink	SampleLink	SampleName
HG02819	[58, 83, 206]	1000 Genomes on GRCh38	1.0	13.454876	-16.579032	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02819	HG02819
NA19221	[255, 255, 255]	1000 Genomes on GRCh38	0.9	11.064096469691139	-17.47929005998781	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02461	HG02461
NA19221	[255, 255, 255]	1000 Genomes on GRCh38	0.9	12.436435837878616	-18.9766333199005	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02462	HG02462
NA19221	[255, 255, 255]	1000 Genomes on GRCh38	0.9	14.480130280087831	-18.378329526290592	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02463	HG02463
NA19221	[255, 255, 255]	1000 Genomes on GRCh38	0.9	12.687792471485308	-17.32467141139081	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02464	HG02464
NA19221	[255, 255, 255]	1000 Genomes on GRCh38	0.9	13.872335494631265	-19.061298157160856	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02465	HG02465
NA19221	[255, 255, 255]	1000 Genomes on GRCh38	0.9	11.243493640474313	-18.4887312669646	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02466	HG02466
NA19221	[255, 255, 255]	1000 Genomes on GRCh38	0.9	14.229016935549204	-16.47740424194918	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02561	HG02561
NA19221	[255, 255, 255]	1000 Genomes on GRCh38	0.9	12.537850670447948	-15.146780864262382	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02562	HG02562
NA19221	[255, 255, 255]	1000 Genomes on GRCh38	0.9	12.16151543518882	-18.350311588810634	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02563	HG02563
NA19221	[255, 255, 255]	1000 Genomes on GRCh38	0.9	13.683149571504998	-18.22722456961524	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02568	HG02568
NA19221	[255, 255, 255]	1000 Genomes on GRCh38	0.9	13.95108201970734	-14.749974118196514	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02569	HG02569
NA19221	[255, 255, 255]	1000 Genomes on GRCh38	0.9	11.477144467256565	-16.607929538045365	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02570	HG02570
NA19221	[255, 255, 255]	1000 Genomes on GRCh38	0.9	13.262801810842662	-18.240807994838732	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02571	HG02571
NA19221	[255, 255, 255]	1000 Genomes on GRCh38	0.9	11.818320325833508	-17.80891869426625	Gambian in Western Division, The Gambia - Mandinka	GWD	https://www.internationalgenome.org/data-portal/population/GWD	https://www.internationalgenome.org/data-portal/sample/HG02572	HG02572
